,good,units,fr_5min,fr,depth
0,1.0,951896753,0.7889506088042793,1.66239125194615,-500.0
1,1.0,951896781,5.685288816953643,19.7723542583072,-480.0
2,1.0,951896759,0.7474268925514224,22.2207854436317,-480.0
3,1.0,951896843,1.197267151957371,4.92021876337042,-460.0
4,1.0,951896803,0.7508872022391605,2.52764828397128,-460.0
5,1.0,951896871,1.4429491397867737,3.11739720018681,-440.0
6,1.0,951896865,9.96915221037337,26.2742874004319,-440.0
7,1.0,951896911,1.712853295430343,1.55339475257958,-420.0
8,1.0,951896879,1.1730449841432047,1.36819802195943,-420.0
9,1.0,951896932,4.49148197468401,5.94721881499129,-400.0
10,1.0,951896926,7.121317337364941,6.72440278279611,-400.0
11,1.0,951897015,1.9273924960701032,6.74386644339728,-360.0
12,1.0,951897005,3.72329322400616,8.30971793876162,-360.0
13,1.0,951897042,0.7751093700533269,3.13082712600162,-340.0
14,1.0,951897118,3.304595751789854,3.12469607291225,-320.0
15,1.0,951897055,0.7889506088042793,5.51707191570538,-320.0
16,1.0,951897122,0.9723470222543967,2.59791209874151,-300.0
17,1.0,951897104,0.5674907887890429,2.74106732246314,-300.0
18,1.0,951897158,7.820299894288031,17.0377099438424,-260.0
19,1.0,951897149,3.321897300228544,6.29016851478395,-260.0
20,1.0,951897134,1.4152666622848693,1.99298152725707,-260.0
21,1.0,951897171,4.110847909032823,9.69329225259597,-240.0
22,1.0,951897166,10.000294997563012,13.5560503355047,-240.0
23,1.0,951897143,1.4948537851028447,7.7333989483609,-220.0
24,1.0,951897251,2.4152961620411704,6.66182711396334,-200.0
25,1.0,951897238,16.958977779604265,15.7802601507037,-200.0
26,1.0,951897209,14.806665153831187,14.1284765937852,-200.0
27,1.0,951897836,2.7371049630008106,3.56408821098372,-200.0
28,1.0,951897345,4.757925820639842,6.35177100058666,-160.0
29,1.0,951897466,10.173310481949915,17.8800971746612,-40.0
30,1.0,951897460,4.993226879406031,10.2026562505287,-40.0
31,1.0,951897452,0.7093634859863037,2.02383142930993,-40.0
