,good,units,fr_5min,fr,depth
0,1.0,950925715,5.571095918372344,3.53192371939795,-560.0
1,1.0,950922495,1.3979644416288366,0.687674174468264,-560.0
2,1.0,950922511,0.36333234250254415,1.47386233182192,-560.0
3,1.0,950922446,8.737277760180229,6.1453285767853,-560.0
4,1.0,950922546,0.5744111319564031,1.78813509942344,-540.0
5,1.0,950922627,1.6782493915593706,6.91400088723333,-520.0
6,1.0,950922595,2.1626925148960963,1.99417410782198,-520.0
7,1.0,950922746,0.3529514184310429,1.77001176649797,-500.0
8,1.0,950922805,5.609159306634515,7.73046209790943,-480.0
9,1.0,950922974,1.110758875650635,1.9548900118718,-420.0
10,1.0,950922916,3.460308023833754,6.80434966065072,-420.0
11,1.0,950923086,5.083192487011784,14.8748014343352,-400.0
12,1.0,950923022,0.3598720344787104,0.536815146205938,-400.0
13,1.0,950923133,4.8444312333672555,3.76934950548866,-380.0
14,1.0,950923360,9.287466735969796,12.0283244406661,-340.0
15,1.0,950923289,4.013957307647154,6.72800891748978,-340.0
16,1.0,950923273,2.0035183457997436,4.39293390486293,-340.0
17,1.0,950925846,10.723494565860804,11.2856727814016,-320.0
18,1.0,950925829,4.96900232222527,6.67961253124187,-320.0
19,1.0,950923429,10.235591134500243,13.7937800620152,-320.0
20,1.0,950923412,3.9309099150751443,8.88195184853187,-320.0
21,1.0,950923377,5.42922328939516,7.27019019020438,-320.0
22,1.0,950923446,21.471211287888444,18.3729084319616,-300.0
23,1.0,950923630,4.245797945244016,8.48364351485134,-280.0
24,1.0,950923577,9.861877867926198,12.9506907141358,-280.0
25,1.0,950923562,6.332363683615769,7.98975738071468,-280.0
26,1.0,950923529,10.194067438214239,12.1594401732834,-280.0
27,1.0,950923515,2.9135793560680208,1.76808806076845,-280.0
28,1.0,950923495,6.370427071877941,8.34847787543509,-280.0
29,1.0,950923751,4.8894152376770945,6.55204046707373,-260.0
30,1.0,950923725,3.3391972429995724,2.58910541659341,-260.0
31,1.0,950923687,10.820383190528148,10.0582472782981,-260.0
32,1.0,950923667,11.571270031700072,13.3857519520171,-260.0
33,1.0,950923830,1.6401860032971993,2.39997476908064,-240.0
34,1.0,950923781,6.809886190904828,11.3677846417511,-240.0
35,1.0,950923765,0.8650770059584385,3.93924309570623,-240.0
36,1.0,950925881,1.602122615035028,2.54779636724373,-220.0
37,1.0,950923872,1.1834253441511438,2.21185659826762,-220.0
38,1.0,950923858,20.388134876428477,25.9291232898446,-220.0
39,1.0,950925920,1.0484733312216274,2.22593002439411,-200.0
40,1.0,950923920,1.5848210749158593,2.6287945032235,-200.0
41,1.0,950923907,30.74137648373907,34.7616662754288,-200.0
42,1.0,950923893,8.695754063894224,13.9464615483371,-200.0
43,1.0,950925938,0.7405059171004233,1.70966815519304,-180.0
44,1.0,950924013,2.505263009255638,2.22775248245365,-180.0
45,1.0,950923993,1.955074033466071,2.06342751408469,-180.0
46,1.0,950923972,9.491624909375988,9.16281288504172,-180.0
47,1.0,950924156,5.228525424012802,5.71543097007266,-160.0
48,1.0,950926191,1.1557428799604739,1.1996836415304,-160.0
49,1.0,950924121,0.6678394485999145,1.01845031227566,-160.0
50,1.0,950924304,3.695608969454449,7.51460206552334,-140.0
51,1.0,950924217,1.4602499860578442,1.8840166428895,-140.0
52,1.0,950924170,0.7024425288382521,1.64304718834967,-140.0
53,1.0,950924392,7.083250524787694,8.19691011348294,-120.0
54,1.0,950924517,1.3391392052236628,1.76353191561958,-120.0
55,1.0,950924344,3.6783074293352804,5.81434994363795,-120.0
56,1.0,950924477,0.435998811003053,1.27916306246055,-100.0
57,1.0,950924576,1.2041871922941463,1.8832066615297,-80.0
58,1.0,950924702,0.42907819495538546,0.882677186839565,-60.0
59,1.0,950924687,0.6505379084807458,1.21892069882559,-60.0
60,1.0,950924718,0.6678394485999145,1.59546078346156,-60.0
61,1.0,950924630,0.7474265331480908,0.89502940257648,-60.0
62,1.0,950924782,1.8132014044888871,4.54652662021457,-40.0
63,1.0,950924750,0.7335853010527558,2.0425704940699,-40.0
64,1.0,950924947,2.2007559031582673,3.62993146393348,0.0
65,1.0,950924912,4.681796756247069,5.05681487688714,0.0
66,1.0,950924891,0.3564117264548767,0.530942781347405,0.0
