,good,units,fr_5min,fr,depth
0,1.0,951097406,0.671299792167326,3.46895521938396,-1210.0
1,1.0,951097850,3.2319278653828993,2.54590675663893,-1050.0
2,1.0,951097864,8.367025244642239,10.7820837007986,-1030.0
3,1.0,951097933,24.101046662089825,17.4446195245769,-1010.0
4,1.0,951097999,3.311514954145005,4.88014947258951,-990.0
5,1.0,951098023,5.661064226730646,9.14000152113609,-970.0
6,1.0,951098009,10.086798423545131,10.4995630340311,-970.0
7,1.0,951098117,0.6090142444404607,1.75802938597399,-950.0
8,1.0,951098097,10.360162771901928,7.93252006790829,-950.0
9,1.0,951098061,10.80654253061113,10.6015200826365,-950.0
10,1.0,951098046,7.640360521162144,8.05521073153126,-950.0
11,1.0,951098214,1.0830764688060466,2.09167954996917,-930.0
12,1.0,951098236,2.768246565638458,1.95187862152594,-910.0
13,1.0,951098224,3.6125617681581876,4.10012269401858,-910.0
14,1.0,951098406,5.754492548320944,16.1751385235297,-870.0
15,1.0,951098373,2.67481824404816,3.70588206283634,-870.0
16,1.0,951098363,4.404972347572196,3.74483307745659,-870.0
17,1.0,951098451,2.3599301972067854,3.9105007003634,-850.0
18,1.0,951099780,3.121198002757361,3.57332783478758,-850.0
19,1.0,951098419,1.4913928372377192,1.5507938844156,-850.0
20,1.0,951098468,3.200785091519467,2.78222970839177,-830.0
21,1.0,951098576,3.2769118720745243,2.74166831590608,-810.0
22,1.0,951098619,3.2699912556604285,5.3074028500132,-790.0
23,1.0,951098703,0.6263157854757011,1.54596275081929,-770.0
24,1.0,951098893,0.3598720535329995,1.11055683545182,-750.0
25,1.0,951098716,1.23879033812321,2.35990811318098,-750.0
26,1.0,951099816,0.5536493131276916,1.32765590143602,-730.0
