,good,units,fr_5min,fr,depth
0,1.0,950989452,6.899854852530112,8.13214575675586,-460.0
1,1.0,950989447,1.9343123683873282,3.59684159711841,-460.0
2,1.0,950989484,0.48790347753598085,3.24939201108251,-420.0
3,1.0,950989509,0.9654260300180046,1.38108133859076,-400.0
4,1.0,950989521,4.148909713231497,10.1068038969924,-360.0
5,1.0,950989535,2.2111370364928495,4.59027257112366,-340.0
6,1.0,950989553,0.4290782355635576,4.09289048957875,-320.0
7,1.0,950989550,1.1868857645024216,2.41235437199602,-320.0
8,1.0,950989565,1.3979645739328812,2.94019469647264,-280.0
9,1.0,950989586,0.48444316918466185,1.83518605139092,-240.0
10,1.0,950989603,12.021111212482252,14.4531028656428,-220.0
11,1.0,950989648,5.761413404946157,6.7459367678399,-200.0
12,1.0,950989619,13.806630321762862,18.8818544515225,-200.0
13,1.0,950989616,1.3495202570144151,5.65282427151267,-200.0
14,1.0,950989590,4.0139576875300556,9.75248325952069,-200.0
15,1.0,950989611,5.193922835329839,7.87002027213137,-200.0
16,1.0,950989660,0.6955219786151217,2.75775289790184,-180.0
17,1.0,950989652,12.44326883134317,10.8883603595601,-180.0
18,1.0,950989607,6.41541168334545,11.1663815601928,-180.0
19,1.0,950989664,2.135010252763831,4.55273817074315,-160.0
20,1.0,950989708,0.5086653276438949,1.21617610413216,-140.0
21,1.0,950989700,1.3910439572302433,4.87475461116604,-140.0
22,1.0,950989697,0.35641176018585835,2.23411724669189,-140.0
23,1.0,950989684,2.892817781702695,3.01659668631819,-140.0
24,1.0,950989680,1.7855191092806106,4.3040471299707,-140.0
25,1.0,950989676,11.000320248843142,13.5499185373611,-140.0
26,1.0,950989739,3.3045944755096572,4.14447465185032,-120.0
27,1.0,950989735,4.394591606175147,6.84992551643506,-120.0
28,1.0,950989724,6.664553884640419,9.48399948849295,-120.0
29,1.0,950989715,7.820296873980969,11.8571786120044,-120.0
30,1.0,950989759,3.71637116931662,6.8558735908123,-120.0
31,1.0,950989712,1.2041873062590165,4.56176283531551,-120.0
32,1.0,950989849,7.190520754040909,8.93616132774803,-100.0
33,1.0,950989755,1.809741267739844,8.68962390011217,-100.0
34,1.0,950989747,1.1903460728537405,2.40332970742366,-100.0
35,1.0,950989794,7.405059871822688,16.1111798748011,-80.0
36,1.0,950989789,0.35295145183453935,1.19299912466223,-80.0
37,1.0,950989780,0.7335853704796308,1.17084767525734,-80.0
38,1.0,950989776,0.4533003940227907,0.983585885380853,-80.0
39,1.0,950990359,0.40485607710432453,0.327349196761097,-60.0
40,1.0,950989977,4.834050766792661,9.72571692482312,-20.0
41,1.0,950989883,6.038238073051677,7.68122018715732,0.0
42,1.0,950989952,3.0589125825660077,3.16981087803532,20.0
43,1.0,950989946,2.5052632463549656,7.99616047013142,20.0
44,1.0,950990013,2.5398663298681554,8.09040668310869,40.0
45,1.0,950990047,14.33951780786599,17.3995532955121,80.0
46,1.0,950990082,0.4809828608333428,0.933950230232867,100.0
47,1.0,950990078,1.4118058073381574,1.73396623397137,100.0
48,1.0,950990135,2.861675006540824,4.34322237845527,120.0
49,1.0,950990114,2.4049143041667143,2.12889786201868,140.0
50,1.0,950990191,4.626432265713521,5.01207308687503,200.0
51,1.0,950990195,2.619453421948493,5.69907567744602,200.0
