,good,units,fr_5min,fr,depth
0,1.0,951800803,7.24588742392531,8.7932564636033,-280.0
1,1.0,951800831,3.546816909992093,4.1694903974183,-240.0
2,1.0,951800909,14.4952351570311,7.17036858062471,-220.0
3,1.0,951800900,1.1176798652950692,2.63176622006127,-220.0
4,1.0,951800892,8.546963675785824,9.09340659683049,-220.0
5,1.0,951800877,0.7854901839689806,6.37367250035281,-220.0
6,1.0,951800980,0.38409431903329005,8.81963644071046,-200.0
7,1.0,951800933,5.225066862524937,5.6186235492934,-200.0
8,1.0,951801070,17.744465477501905,14.0239697196083,-160.0
9,1.0,951801053,4.533005026428919,10.4515599851391,-160.0
10,1.0,951801108,4.851353471033088,23.6513112074149,-140.0
11,1.0,951801101,2.4325973538775036,7.233202778065,-140.0
12,1.0,951801155,2.823612291271754,7.99261377258308,-120.0
13,1.0,951801206,0.4256180291990512,7.47602319726403,-100.0
14,1.0,951801172,0.3944752465747303,4.38489225773429,-100.0
15,1.0,951801226,2.9135803299642364,1.917948965504,-80.0
16,1.0,951801302,28.353773424853863,25.056408491993,-40.0
17,1.0,951801369,53.97390259712846,47.0942829105897,0.0
18,1.0,951801464,8.972581704984876,6.39215925596334,40.0
19,1.0,951801456,24.79657558732033,15.4262628333915,40.0
20,1.0,951801448,13.30488879894595,4.57391414094311,40.0
21,1.0,951801532,17.96246495587215,14.3911083773792,60.0
22,1.0,951802726,0.7439664738032196,1.95378003677161,60.0
23,1.0,951801508,2.249200967312059,3.93248603616417,60.0
24,1.0,951801492,1.595202532201322,4.12119634484022,60.0
25,1.0,951801559,14.246092896036533,22.1178452153389,80.0
26,1.0,951801633,9.841119309285379,11.2101401142365,80.0
27,1.0,951801604,24.564734872228165,16.8222205983419,80.0
28,1.0,951801627,6.425794148151528,11.2649772320026,100.0
29,1.0,951801619,1.9308525227078905,2.12161485175263,100.0
30,1.0,951801610,1.640186551547563,4.97989575713172,100.0
31,1.0,951801581,0.9412040970905847,2.67715224366691,100.0
32,1.0,951801574,1.3252984161238748,1.67305138275324,100.0
33,1.0,951801566,1.2733937784166733,2.53143922051197,100.0
34,1.0,951801672,3.9482127749277836,7.16725283529709,120.0
35,1.0,951801657,0.9619659521734653,1.42088372757136,120.0
36,1.0,951801652,1.14190202955843,3.67626791205638,120.0
37,1.0,951801638,0.8823788410224231,3.48724602884756,120.0
38,1.0,951801755,49.55854808283586,29.4885562205295,140.0
39,1.0,951801696,4.000117412634985,6.59032065879984,140.0
40,1.0,951802765,1.3875839813725164,1.26925078829395,140.0
41,1.0,951801741,4.159291634937069,6.00767628253529,140.0
42,1.0,951801720,0.5398082321548942,2.04143633865526,140.0
43,1.0,951801708,4.20773596346379,5.24442253544649,140.0
44,1.0,951801702,0.5986334882230557,1.65103344910474,140.0
45,1.0,951802771,2.1626932378000565,1.56483116170731,160.0
46,1.0,951801768,5.858303442552794,4.62407764071776,160.0
47,1.0,951801761,5.007067384154691,3.63929440083532,160.0
48,1.0,951802777,2.4637401365018246,4.16699780115621,180.0
49,1.0,951801775,3.5641184558944934,6.40898428073248,180.0
50,1.0,951801892,12.720096547444813,19.9888564329776,220.0
51,1.0,951801861,18.37424174834928,17.7534130185893,220.0
52,1.0,951801922,0.4117767924771308,1.43988977406983,240.0
53,1.0,951801907,2.1384710735366963,11.2890723292028,240.0
54,1.0,951801991,0.685141217735058,6.67745766979555,260.0
55,1.0,951801961,0.6609190534716973,1.68437192411025,260.0
56,1.0,951801998,0.5605700872377747,0.595626648462959,280.0
57,1.0,951802107,4.93786120054509,10.0561719030644,320.0
58,1.0,951802070,5.906747771079515,13.0661896058985,320.0
59,1.0,951802220,0.9169819328272241,3.30414406176122,380.0
60,1.0,951802250,1.3529808895677156,8.76251444303747,420.0
61,1.0,951802429,3.128119499154002,4.1026057310521,500.0
