,good,units,fr_5min,fr,depth
0,1.0,915960297,3.3841826493413882,3.05103074098292,-280.0
1,1.0,915960294,18.208148364861334,13.1982253419034,-280.0
2,1.0,915960287,0.42561806326072676,14.0346989209746,-280.0
3,1.0,915960283,2.4222166201829975,4.37016285253657,-280.0
4,1.0,915960275,12.353304762933288,8.73724535792481,-280.0
5,1.0,915960262,5.820240507354003,5.83343396685842,-280.0
6,1.0,915960317,7.796077207531848,5.734862858112,-260.0
7,1.0,915960312,0.5190464186106424,0.226458624835524,-260.0
8,1.0,915960300,0.4567608483773653,2.77358705989925,-260.0
9,1.0,915960337,2.8858980874751716,2.32863622526698,-240.0
10,1.0,915960356,2.2561217662275923,3.65339793678136,-220.0
11,1.0,915960371,7.238967384889759,12.0983289722168,-200.0
12,1.0,915960392,1.5225361612578843,8.197122418296,-180.0
13,1.0,915960409,33.64458885434184,41.5286029405228,-160.0
14,1.0,915960424,0.9273629345843477,3.35078038417516,-140.0
15,1.0,915960406,2.7025016862327447,8.56251532140772,-140.0
16,1.0,915960438,28.61329890327601,19.4760790490582,-120.0
17,1.0,915960460,3.2734527467044514,15.0169047858217,-100.0
18,1.0,915960454,1.581361422033757,7.50606246839922,-100.0
19,1.0,915960463,7.91026741962619,9.27641232774898,-80.0
20,1.0,915960535,65.53480081377971,48.6548267398733,-20.0
21,1.0,915960530,4.481100747338546,10.0929167597896,-20.0
22,1.0,915961096,11.100672739352937,13.2719412357288,0.0
23,1.0,915960569,45.60341833913104,44.0482206889859,0.0
24,1.0,915960562,8.124806605985256,10.8251896301537,0.0
25,1.0,915960553,4.318466202840544,3.86626054661737,0.0
26,1.0,915960550,5.775256484407747,6.59863468604937,0.0
27,1.0,915960581,16.875929223760686,18.1323041603179,20.0
28,1.0,915960575,26.00076526293578,19.9446104722052,20.0
29,1.0,915960595,7.1143962444232045,5.37424980402353,40.0
30,1.0,915960592,9.941469071122503,11.8921581510133,40.0
31,1.0,915960589,7.941410204742828,10.7272558346103,40.0
32,1.0,915960586,14.765140454744074,16.4715721719017,40.0
33,1.0,915960618,9.2113437756102,11.0020440440144,60.0
34,1.0,915960615,8.979503041964113,11.2441168423259,60.0
35,1.0,915960612,14.97967964110314,15.7274027884131,60.0
36,1.0,915960609,2.1280903163036338,5.56841789323523,60.0
37,1.0,915960606,4.131609492140713,5.61717235327252,60.0
38,1.0,915960642,4.342688369042374,2.65695874373161,80.0
39,1.0,915960634,6.017478146426047,3.53485768100441,80.0
40,1.0,915960630,4.494941985168163,9.30179863700587,80.0
41,1.0,915960627,8.70959890428658,11.3675431659933,80.0
42,1.0,915960624,8.318583935599895,13.9992218193352,80.0
43,1.0,915960665,10.785784578729148,16.7752519131797,100.0
44,1.0,915961101,0.9654263386157949,1.35705224713821,100.0
45,1.0,915960700,6.107446192318559,11.4974488405589,100.0
46,1.0,915960670,7.4396653334192075,11.7441952690265,100.0
47,1.0,915960656,2.6678985916587017,2.80842684833549,100.0
48,1.0,915960652,1.2214892384637117,2.3784528739761,100.0
49,1.0,915960693,0.5363479658976638,0.921130016216541,120.0
50,1.0,915960683,7.228586456517546,16.7154506909553,120.0
51,1.0,915960678,8.387790124747982,10.0057110698319,120.0
52,1.0,915960674,1.114219645284179,2.13468057378965,120.0
53,1.0,915960732,18.51957621602772,34.6445581583509,160.0
54,1.0,915960721,1.702472253042907,2.20913999968538,160.0
55,1.0,915961104,0.3910149686866839,1.28737267026574,180.0
56,1.0,915960780,0.44291961054774814,0.918686982271317,200.0
57,1.0,915960770,0.48444332403659957,1.45806638982985,200.0
58,1.0,915960768,0.4463799200051524,0.931433246333354,200.0
59,1.0,915960765,1.9100908204871638,2.01242265766128,200.0
60,1.0,915960804,1.200727381719286,8.79853364428977,220.0
61,1.0,915960812,0.5328876564402595,1.04466255875112,240.0
62,1.0,915960810,0.844315507606645,0.816079556571919,240.0
63,1.0,915960835,0.5328876564402595,2.92101884755015,260.0
64,1.0,915961111,1.076156241252732,1.20165404444854,280.0
65,1.0,915960857,0.5813319888439195,1.23840577249408,280.0
66,1.0,915960802,8.014076703348318,11.0788402849882,280.0
67,1.0,915960838,2.8824377780177675,10.4848643796973,280.0
68,1.0,915960889,0.38409434977187534,1.06760583406278,320.0
69,1.0,915960886,2.498343428245892,4.92983006372718,320.0
70,1.0,915960897,0.43945930109034387,1.01959490609578,320.0
71,1.0,915960906,0.9654263386157949,2.4096812209281,340.0
72,1.0,915960931,13.031525416584527,20.2320387268041,360.0
73,1.0,915960947,0.3529515646552368,1.19655553882372,380.0
74,1.0,915960972,0.5467288942698766,0.980187706370645,420.0
